,id,Change,Close,Date,DollarVolume,mktCap,DollarVolume_wt
5579,57216,0.51349,5.82,2020-05-29,17.0,44.9,0.379
6264,57216,-0.14122,5.0,2020-06-05,11.1,43.9,0.252
6949,57216,-0.04996,4.75,2020-06-12,3.6,40.4,0.089
7634,57216,0.0,4.75,2020-06-19,3.5,39.3,0.09
8319,57216,-0.02103,4.65,2020-06-26,5.4,38.8,0.14
9004,57216,-0.0538,4.4,2020-07-03,1.3,38.1,0.034
9689,57216,0.0227,4.5,2020-07-10,2.2,37.3,0.059
10375,57216,-0.0556,4.25,2020-07-17,1.9,35.6,0.052
11061,57216,0.0,4.25,2020-07-24,2.2,35.2,0.063
11748,57216,-0.0353,4.1,2020-07-31,4.0,34.0,0.118
12435,57216,0.0366,4.25,2020-08-07,0.5,34.5,0.014
13122,57216,0.0235,4.35,2020-08-14,1.2,35.5,0.035
13809,57216,0.0,4.35,2020-08-21,2.5,36.0,0.07
14496,57216,0.0,4.35,2020-08-28,1.9,36.0,0.052
15183,57216,0.14944,5.0,2020-09-04,2.0,39.5,0.051
15871,57216,0.0,5.0,2020-09-11,3.7,41.4,0.089
16559,57216,0.2496,6.25,2020-09-18,8.8,44.3,0.199
17247,57216,-0.04,6.0,2020-09-25,5.0,50.9,0.098
17936,57216,0.0,6.0,2020-10-02,5.6,49.7,0.112
18625,57216,0.25,7.5,2020-10-09,5.1,52.2,0.097
19316,57216,-0.13326,6.5,2020-10-16,5.0,54.5,0.091
20007,57216,0.0,6.5,2020-10-23,4.4,53.8,0.082
20698,57216,-0.15385,5.5,2020-10-30,2.5,50.3,0.049
21389,57216,-0.114,4.88,2020-11-06,2.9,44.5,0.066
22080,57216,0.12815,5.5,2020-11-13,4.7,43.2,0.11
22771,57216,-0.18908,4.46,2020-11-20,7.4,40.6,0.181
23462,57216,-0.01351,4.4,2020-11-27,13.4,34.9,0.384
24153,57216,0.02274,4.5,2020-12-04,13.3,42.2,0.315
24845,57216,-0.0333,4.35,2020-12-11,7.8,36.5,0.212
25538,57216,-0.0229,4.25,2020-12-18,9.0,36.0,0.249
26231,57216,0.0235,4.35,2020-12-24,23.4,37.8,0.617
26924,57216,0.10353,4.8,2020-12-31,12.3,38.0,0.324
27617,57216,0.01048,4.85,2021-01-08,17.5,41.1,0.425
28310,57216,-0.02062,4.75,2021-01-15,6.9,40.1,0.171
29003,57216,0.07372,5.1,2021-01-22,15.0,40.9,0.367
29696,57216,-0.06859,4.75,2021-01-29,4.9,40.3,0.121
30389,57216,-0.0189,4.66,2021-02-05,6.7,37.7,0.179
31082,57216,-0.03437,4.5,2021-02-12,2.3,38.2,0.061
31775,57216,-0.07775,4.15,2021-02-19,9.6,34.6,0.279
32468,57216,0.0361,4.3,2021-02-26,7.1,34.6,0.206
33161,57216,4e-05,4.3,2021-03-05,5.9,35.9,0.164
33854,57216,0.10467,4.75,2021-03-12,7.5,39.0,0.193
34547,57216,-0.02117,4.65,2021-03-19,3.1,38.3,0.081
35240,57216,-0.1075,4.15,2021-03-26,3.0,34.5,0.088
35933,57216,0.02403,4.25,2021-04-01,2.2,35.5,0.062
100,51113,0.07365,124.5,2020-04-03,118.6,87.3,1.359
785,51113,-0.07629,115.0,2020-04-09,89.0,86.9,1.024
1470,51113,0.03902,119.5,2020-04-17,60.8,89.2,0.681
2155,51113,-0.04186,114.5,2020-04-24,46.9,88.5,0.53
2840,51113,0.03493,118.5,2020-05-01,53.4,90.5,0.59
3525,51113,-0.00839,117.5,2020-05-07,38.0,88.5,0.429
4210,51113,0.03834,122.0,2020-05-15,92.0,91.2,1.008
4895,51113,0.27025,155.0,2020-05-22,355.1,113.3,3.134
5580,51113,-5e-05,155.0,2020-05-29,148.8,114.8,1.296
6265,51113,-0.01618,152.5,2020-06-05,169.7,119.1,1.426
6950,51113,-0.04906,145.0,2020-06-12,148.0,108.7,1.361
7635,51113,0.20664,175.0,2020-06-19,341.9,127.1,2.69
8320,51113,0.0029,175.5,2020-06-26,412.2,137.2,3.004
9005,51113,0.03411,181.5,2020-07-03,106.9,132.5,0.806
9690,51113,-0.07442,168.0,2020-07-10,99.2,130.1,0.762
10376,51113,-0.12506,147.0,2020-07-17,286.5,114.6,2.5
11062,51113,0.00338,147.5,2020-07-24,220.5,109.6,2.013
11749,51113,-0.02363,144.0,2020-07-31,97.6,107.5,0.908
12436,51113,0.04177,150.0,2020-08-07,163.7,110.8,1.478
13123,51113,8e-05,150.0,2020-08-14,75.2,112.2,0.67
13810,51113,-0.03339,145.0,2020-08-21,57.7,109.4,0.528
14497,51113,0.0034,145.5,2020-08-28,54.5,109.6,0.497
15184,51113,1e-05,145.5,2020-09-04,63.6,113.4,0.561
15872,51113,0.1305,164.5,2020-09-11,95.6,118.2,0.808
16560,51113,-0.00316,164.0,2020-09-18,246.8,128.3,1.924
17248,51113,0.04265,171.0,2020-09-25,471.5,129.3,3.646
17937,51113,-0.05849,161.0,2020-10-02,70.2,125.7,0.559
18626,51113,-0.0062,160.0,2020-10-09,117.0,120.9,0.968
19317,51113,-0.03428,154.5,2020-10-16,67.6,118.1,0.573
20008,51113,-0.00641,153.5,2020-10-23,75.6,115.1,0.657
20699,51113,-0.00979,152.0,2020-10-30,60.7,115.4,0.526
21390,51113,0.07897,164.0,2020-11-06,72.6,120.0,0.606
22081,51113,0.04874,172.0,2020-11-13,128.7,122.0,1.055
22772,51113,0.05821,182.0,2020-11-20,195.1,133.1,1.466
23463,51113,-0.03306,176.0,2020-11-27,103.2,134.9,0.765
24154,51113,0.01985,179.5,2020-12-04,86.3,132.8,0.65
24846,51113,-0.01391,177.0,2020-12-11,41.0,134.7,0.304
25539,51113,-0.05086,168.0,2020-12-18,57.9,129.7,0.447
26232,51113,-0.009,166.5,2020-12-24,59.5,122.4,0.486
26925,51113,4e-05,166.5,2020-12-31,24.9,126.1,0.198
27618,51113,0.04508,174.0,2021-01-08,101.2,125.5,0.807
28311,51113,0.00556,175.0,2021-01-15,228.0,132.0,1.727
29004,51113,0.10012,192.5,2021-01-22,272.4,137.8,1.977
29697,51113,0.03887,200.0,2021-01-29,377.2,149.5,2.523
30390,51113,0.04001,208.0,2021-02-05,252.1,157.6,1.599
31083,51113,0.12996,235.0,2021-02-12,286.5,161.3,1.776
31776,51113,-0.0596,221.0,2021-02-19,198.4,169.9,1.168
32469,51113,-0.05886,208.0,2021-02-26,118.7,156.3,0.759
33162,51113,0.03368,215.0,2021-03-05,152.7,162.2,0.942
33855,51113,0.02322,220.0,2021-03-12,127.3,162.2,0.785
34548,51113,-0.05909,207.0,2021-03-19,234.3,160.0,1.464
35241,51113,0.05075,217.5,2021-03-26,190.5,158.8,1.2
35934,51113,0.01149,220.0,2021-04-01,64.9,160.9,0.403
101,55302,0.17314,7.62,2020-04-03,160.8,32.4,4.972
786,55302,0.09854,8.38,2020-04-09,109.3,32.4,3.373
1471,55302,-0.08938,7.62,2020-04-17,56.3,28.8,1.954
2156,55302,-2e-05,7.62,2020-04-24,60.9,27.7,2.193
2841,55302,-0.11472,6.75,2020-05-01,35.0,27.2,1.287
3526,55302,-0.12971,5.88,2020-05-07,66.9,23.2,2.888
4211,55302,0.11503,6.55,2020-05-15,21.5,23.5,0.916
4896,55302,-0.14105,5.62,2020-05-22,38.0,22.2,1.711
5581,55302,0.04444,5.88,2020-05-29,33.8,21.5,1.573
6266,55302,-0.23402,4.5,2020-06-05,478.8,21.4,22.38
6951,55302,-0.05555,4.25,2020-06-12,289.3,16.7,17.317
7636,55302,2e-05,4.25,2020-06-19,132.7,16.7,7.961
8321,55302,-0.02346,4.15,2020-06-26,62.9,16.5,3.81
9006,55302,-0.0,4.15,2020-07-03,45.9,16.1,2.856
9691,55302,0.10828,4.6,2020-07-10,183.0,17.3,10.602
10377,55302,-0.04893,4.38,2020-07-17,65.9,17.3,3.81
11063,55302,-0.03424,4.22,2020-07-24,79.7,16.5,4.819
11750,55302,0.04136,4.4,2020-07-31,74.9,17.1,4.385
12437,55302,1e-05,4.4,2020-08-07,60.3,17.5,3.454
13124,55302,0.25007,5.5,2020-08-14,215.5,18.2,11.862
13811,55302,0.21846,6.7,2020-08-21,715.3,27.0,26.461
14498,55302,-0.13433,5.8,2020-08-28,170.3,23.2,7.341
15185,55302,0.09478,6.35,2020-09-04,148.5,23.7,6.269
15873,55302,-0.19685,5.1,2020-09-11,155.9,20.7,7.539
16561,55302,0.15207,5.88,2020-09-18,221.5,22.6,9.8
17249,55302,0.00351,5.9,2020-09-25,190.5,22.3,8.544
17938,55302,-0.03381,5.7,2020-10-02,148.9,21.1,7.054
18627,55302,0.19327,6.8,2020-10-09,336.4,26.3,12.797
19318,55302,-0.01178,6.72,2020-10-16,142.0,27.2,5.225
20009,55302,-0.13693,5.8,2020-10-23,154.7,24.1,6.415
20700,55302,-0.05168,5.5,2020-10-30,104.6,22.4,4.677
21391,55302,0.03636,5.7,2020-11-06,48.8,22.0,2.218
22082,55302,-0.04395,5.45,2020-11-13,101.7,21.8,4.672
22773,55302,-0.00915,5.4,2020-11-20,75.5,21.3,3.541
23464,55302,-0.02782,5.25,2020-11-27,83.7,20.3,4.121
24155,55302,0.10103,5.78,2020-12-04,71.8,20.4,3.515
24847,55302,0.0034,5.8,2020-12-11,102.7,21.3,4.822
25540,55302,0.18959,6.9,2020-12-18,282.4,24.3,11.635
26233,55302,-0.07247,6.4,2020-12-24,92.4,25.4,3.639
26926,55302,0.18781,7.6,2020-12-31,139.2,29.0,4.794
27619,55302,0.60388,12.2,2021-01-08,1114.0,43.5,25.602
28312,55302,-0.10245,10.95,2021-01-15,396.0,45.5,8.699
29005,55302,0.18672,13.0,2021-01-22,287.3,43.8,6.565
29698,55302,-0.17306,10.75,2021-01-29,280.0,46.3,6.053
30391,55302,-0.39993,6.45,2021-02-05,634.9,25.9,24.547
31084,55302,0.1321,7.3,2021-02-12,191.9,28.1,6.816
31777,55302,-0.09578,6.6,2021-02-19,97.2,26.5,3.668
32470,55302,-0.01513,6.5,2021-02-26,82.3,25.8,3.191
33163,55302,-0.08461,5.95,2021-03-05,65.9,24.1,2.732
33856,55302,0.06727,6.35,2021-03-12,72.7,24.6,2.955
34549,55302,-0.02682,6.18,2021-03-19,62.6,23.8,2.626
35242,55302,-0.10996,5.5,2021-03-26,60.0,23.0,2.613
35935,55302,-0.03633,5.3,2021-04-01,63.1,21.4,2.954
102,57217,-0.12769,8.5,2020-04-03,2.5,5.1,0.495
787,57217,0.0,8.5,2020-04-09,1.9,5.2,0.364
1472,57217,0.52891,13.0,2020-04-17,4.3,6.0,0.71
2157,57217,0.30695,17.0,2020-04-24,19.0,9.2,2.067
2842,57217,0.14716,19.5,2020-05-01,19.3,12.2,1.576
3527,57217,-0.0128,19.25,2020-05-07,1.4,11.9,0.119
4212,57217,0.01303,19.5,2020-05-15,6.7,11.9,0.56
4897,57217,-0.07691,18.0,2020-05-22,21.8,11.3,1.933
5582,57217,0.0556,19.0,2020-05-29,1.7,11.6,0.146
6267,57217,0.0,19.0,2020-06-05,1.5,11.6,0.129
6952,57217,0.0,19.0,2020-06-12,0.8,11.6,0.072
7637,57217,0.0526,20.0,2020-06-19,1.7,11.9,0.146
8322,57217,-0.04996,19.0,2020-06-26,3.8,11.9,0.323
9007,57217,0.02631,19.5,2020-07-03,1.2,11.9,0.103
9692,57217,-0.0513,18.5,2020-07-10,4.6,11.4,0.405
10378,57217,0.0,18.5,2020-07-17,5.1,11.3,0.452
11064,57217,-0.0541,17.5,2020-07-24,8.8,11.2,0.786
11751,57217,0.25703,22.0,2020-07-31,23.6,13.7,1.732
12438,57217,-0.06822,20.5,2020-08-07,8.3,12.8,0.652
13125,57217,-0.02449,20.0,2020-08-14,11.1,12.2,0.912
13812,57217,-0.02504,19.5,2020-08-21,11.2,12.0,0.933
14499,57217,0.0256,20.0,2020-08-28,11.9,12.2,0.971
15186,57217,0.04996,21.0,2020-09-04,4.6,12.3,0.374
15874,57217,0.09527,23.0,2020-09-11,6.6,13.6,0.484
16562,57217,-0.22861,17.75,2020-09-18,32.3,10.8,2.978
17250,57217,0.0141,18.0,2020-09-25,185.2,10.9,17.047
17939,57217,0.13889,20.5,2020-10-02,18.3,12.2,1.503
18628,57217,0.17083,24.0,2020-10-09,33.4,14.4,2.314
19319,57217,-0.12503,21.0,2020-10-16,107.1,13.8,7.773
20010,57217,-0.0238,20.5,2020-10-23,3.4,12.7,0.27
20701,57217,0.0,20.5,2020-10-30,2.1,12.5,0.169
21392,57217,0.19509,24.5,2020-11-06,21.6,13.2,1.632
22083,57217,0.06122,26.0,2020-11-13,43.2,16.2,2.66
22774,57217,0.01929,26.5,2020-11-20,9.7,16.5,0.587
23465,57217,-0.05656,25.0,2020-11-27,13.0,15.4,0.845
24156,57217,0.02007,25.5,2020-12-04,18.9,15.7,1.202
24848,57217,0.11773,28.5,2020-12-11,14.3,16.6,0.861
25541,57217,-0.08774,26.0,2020-12-18,4.5,16.3,0.275
26234,57217,-0.03842,25.0,2020-12-24,8.4,15.7,0.536
26927,57217,-4e-05,25.0,2020-12-31,1.9,15.5,0.123
27620,57217,0.04,26.0,2021-01-08,11.5,15.7,0.736
28313,57217,2e-05,26.0,2021-01-15,8.5,15.9,0.537
29006,57217,0.0,26.0,2021-01-22,8.3,15.9,0.521
29699,57217,0.0769,28.0,2021-01-29,16.6,16.2,1.026
30392,57217,0.07143,30.0,2021-02-05,15.5,18.0,0.859
31085,57217,0.16661,35.0,2021-02-12,32.9,20.5,1.606
31778,57217,0.0571,37.0,2021-02-19,23.6,22.2,1.065
32471,57217,-0.04052,35.5,2021-02-26,12.5,21.9,0.569
33164,57217,-0.0141,35.0,2021-03-05,15.6,21.5,0.723
33857,57217,0.114,39.0,2021-03-12,20.7,21.9,0.946
34550,57217,-0.01283,38.5,2021-03-19,50.5,24.8,2.039
35243,57217,0.01293,39.0,2021-03-26,26.7,22.8,1.172
35936,57217,0.0,39.0,2021-04-01,13.8,23.9,0.578
103,57107,0.0753,300.0,2020-04-03,3.2,38.8,0.082
788,57107,0.01671,305.0,2020-04-09,11.2,39.0,0.287
1473,57107,0.0098,308.0,2020-04-17,11.2,39.6,0.282
2158,57107,0.08435,334.0,2020-04-24,24.2,42.0,0.577
2843,57107,0.00298,335.0,2020-05-01,12.9,43.7,0.295
3528,57107,5e-05,335.0,2020-05-07,1.4,42.9,0.034
4213,57107,-0.06272,314.0,2020-05-15,26.5,41.6,0.637
4898,57107,0.00638,316.0,2020-05-22,23.8,40.3,0.59
5583,57107,0.07603,340.0,2020-05-29,11.5,43.2,0.266
6268,57107,-0.02057,333.0,2020-06-05,8.2,42.2,0.195
6953,57107,-0.09013,303.0,2020-06-12,12.0,40.3,0.298
7638,57107,0.01646,308.0,2020-06-19,2.9,40.3,0.073
8323,57107,-0.0325,298.0,2020-06-26,4.8,38.8,0.125
9008,57107,-0.0134,294.0,2020-07-03,9.9,38.2,0.26
9693,57107,0.00345,295.0,2020-07-10,2.6,38.5,0.069
10379,57107,0.06447,314.0,2020-07-17,14.1,39.0,0.361
11065,57107,0.0032,315.0,2020-07-24,4.9,40.7,0.121
11752,57107,-0.0476,300.0,2020-07-31,3.7,40.0,0.092
12439,57107,0.0,300.0,2020-08-07,13.3,38.8,0.342
13126,57107,0.02669,308.0,2020-08-14,3.5,40.0,0.088
13813,57107,0.0065,310.0,2020-08-21,2.7,39.9,0.069
14500,57107,-0.00645,308.0,2020-08-28,7.4,40.0,0.186
15187,57107,0.0,308.0,2020-09-04,8.3,39.8,0.209
15875,57107,0.0,308.0,2020-09-11,6.6,39.8,0.167
16563,57107,-0.00316,307.0,2020-09-18,4.5,39.7,0.114
17251,57107,-0.00325,306.0,2020-09-25,26.6,39.7,0.67
17940,57107,-0.0327,296.0,2020-10-02,11.0,38.4,0.288
18629,57107,-0.0101,293.0,2020-10-09,14.5,38.1,0.38
19320,57107,-0.0102,290.0,2020-10-16,4.3,37.8,0.114
20011,57107,-0.08962,264.0,2020-10-23,13.7,36.2,0.377
20702,57107,0.06059,280.0,2020-10-30,10.5,36.3,0.29
21393,57107,-0.03209,271.0,2020-11-06,9.1,35.3,0.257
22084,57107,0.07009,290.0,2020-11-13,8.5,37.0,0.23
22775,57107,0.01717,295.0,2020-11-20,5.8,37.9,0.154
23466,57107,0.04067,307.0,2020-11-27,6.9,38.6,0.178
24157,57107,-0.0,307.0,2020-12-04,10.2,39.3,0.26
24849,57107,0.0098,310.0,2020-12-11,11.2,41.0,0.272
25542,57107,-0.0064,308.0,2020-12-18,9.1,40.0,0.227
26235,57107,-0.02609,300.0,2020-12-24,4.9,38.6,0.127
26928,57107,0.03998,312.0,2020-12-31,6.9,40.8,0.17
27621,57107,-0.0577,294.0,2021-01-08,13.0,38.0,0.343
28314,57107,0.02724,302.0,2021-01-15,7.3,38.6,0.189
29007,57107,0.0,302.0,2021-01-22,8.0,39.1,0.206
29700,57107,0.0265,310.0,2021-01-29,6.4,40.1,0.159
30393,57107,-0.02574,302.0,2021-02-05,6.8,39.1,0.174
31086,57107,0.0,302.0,2021-02-12,10.6,39.1,0.272
31779,57107,0.0066,304.0,2021-02-19,9.0,39.3,0.228
32472,57107,0.0132,308.0,2021-02-26,9.2,39.4,0.233
33165,57107,0.03888,320.0,2021-03-05,8.9,40.5,0.22
33858,57107,5e-05,320.0,2021-03-12,16.7,41.3,0.405
34551,57107,0.0062,322.0,2021-03-19,9.9,41.6,0.237
35244,57107,0.0093,325.0,2021-03-26,5.9,41.7,0.141
35937,57107,0.0092,328.0,2021-04-01,6.3,42.2,0.15
104,58202,0.0536,147.5,2020-04-03,1.0,5.3,0.196
789,58202,0.08471,160.0,2020-04-09,8.4,5.9,1.422
1474,58202,0.0188,163.0,2020-04-17,2.6,6.1,0.431
2159,58202,0.09196,178.0,2020-04-24,12.7,6.3,2.014
2844,58202,0.0112,180.0,2020-05-01,5.8,6.7,0.861
3529,58202,0.02222,184.0,2020-05-07,5.9,6.9,0.861
4214,58202,0.0,184.0,2020-05-15,1.0,6.9,0.147
4899,58202,0.0,184.0,2020-05-22,1.1,6.9,0.164
5584,58202,0.0326,190.0,2020-05-29,2.3,7.0,0.327
6269,58202,0.02641,195.0,2020-06-05,2.4,7.3,0.329
6954,58202,0.0,195.0,2020-06-12,2.8,7.3,0.388
7639,58202,0.0256,200.0,2020-06-19,2.6,7.4,0.355
8324,58202,0.0,200.0,2020-06-26,3.6,7.5,0.476
9009,58202,0.0,200.0,2020-07-03,0.6,7.5,0.08
9694,58202,0.0,200.0,2020-07-10,0.9,7.5,0.119
10380,58202,0.0,200.0,2020-07-17,1.2,7.5,0.166
11066,58202,-0.05,190.0,2020-07-24,1.6,7.2,0.218
11753,58202,0.0,190.0,2020-07-31,0.8,7.1,0.112
12440,58202,0.0,190.0,2020-08-07,0.7,7.1,0.099
13127,58202,0.0,190.0,2020-08-14,1.3,7.1,0.184
13814,58202,0.23125,234.0,2020-08-21,17.2,7.9,2.177
14501,58202,0.0,234.0,2020-08-28,2.6,8.7,0.298
15188,58202,0.0256,240.0,2020-09-04,2.3,8.9,0.254
15876,58202,0.0,240.0,2020-09-11,1.1,9.0,0.127
16564,58202,0.0,240.0,2020-09-18,1.9,9.0,0.211
17252,58202,-0.20865,190.0,2020-09-25,39.5,8.3,4.764
17941,58202,-0.0526,180.0,2020-10-02,5.3,7.0,0.755
18630,58202,0.0278,185.0,2020-10-09,4.2,6.9,0.609
19321,58202,-0.14597,158.0,2020-10-16,27.3,6.5,4.231
20012,58202,0.0,158.0,2020-10-23,10.2,5.9,1.725
20703,58202,-0.019,155.0,2020-10-30,11.4,5.8,1.963
21394,58202,0.19351,185.0,2020-11-06,17.6,6.3,2.807
22085,58202,-0.06487,173.0,2020-11-13,12.0,6.9,1.74
22776,58202,0.06941,185.0,2020-11-20,6.5,7.1,0.921
23467,58202,0.0,185.0,2020-11-27,2.1,6.9,0.303
24158,58202,0.0,185.0,2020-12-04,2.8,6.9,0.404
24850,58202,2e-05,185.0,2020-12-11,3.7,7.0,0.524
25543,58202,0.0,185.0,2020-12-18,3.7,6.9,0.533
26236,58202,0.0,185.0,2020-12-24,4.3,6.9,0.622
26929,58202,0.35145,250.0,2020-12-31,16.4,8.4,1.952
27622,58202,-0.1198,220.0,2021-01-08,8.7,8.3,1.05
28315,58202,0.0,220.0,2021-01-15,7.1,8.2,0.869
29008,58202,0.0,220.0,2021-01-22,4.7,8.2,0.574
29701,58202,-0.04548,210.0,2021-01-29,4.9,8.1,0.607
30394,58202,0.03812,218.0,2021-02-05,9.2,7.8,1.173
31087,58202,-0.0826,200.0,2021-02-12,3.4,7.5,0.45
31780,58202,-0.00495,199.0,2021-02-19,3.0,7.4,0.404
32473,58202,0.00505,200.0,2021-02-26,3.1,7.6,0.405
33166,58202,-0.02502,195.0,2021-03-05,11.2,7.3,1.533
33859,58202,0.05124,205.0,2021-03-12,5.4,7.5,0.715
34552,58202,0.29221,265.0,2021-03-19,29.2,9.2,3.179
35245,58202,0.24506,330.0,2021-03-26,45.1,12.0,3.752
35938,58202,0.0,330.0,2021-04-01,5.3,12.3,0.427
105,51115,0.02265,11.25,2020-04-03,20.6,37.1,0.554
790,51115,0.19951,13.5,2020-04-09,39.3,44.9,0.875
1475,51115,-0.09256,12.25,2020-04-17,14.3,41.6,0.344
2160,51115,0.16362,14.25,2020-04-24,31.0,45.3,0.684
2845,51115,0.05266,15.0,2020-05-01,109.4,49.8,2.198
3530,51115,0.18336,17.75,2020-05-07,80.4,56.5,1.421
4215,51115,-0.02817,17.25,2020-05-15,70.7,60.1,1.176
4900,51115,-0.05803,16.25,2020-05-22,38.4,55.2,0.696
5585,51115,0.04613,17.0,2020-05-29,31.9,57.8,0.551
6270,51115,-0.02938,16.5,2020-06-05,39.6,56.7,0.697
6955,51115,-0.07582,15.25,2020-06-12,32.9,52.7,0.626
7640,51115,-0.01637,15.0,2020-06-19,33.9,51.0,0.665
8325,51115,0.28352,19.25,2020-06-26,83.9,59.3,1.414
9010,51115,0.02603,19.75,2020-07-03,105.9,67.5,1.568
9695,51115,-0.13924,17.0,2020-07-10,43.4,61.6,0.705
10381,51115,0.02947,17.5,2020-07-17,48.7,57.2,0.851
11067,51115,-0.01432,17.25,2020-07-24,27.7,57.9,0.478
11754,51115,0.0145,17.5,2020-07-31,42.1,57.2,0.736
12441,51115,0.0286,18.0,2020-08-07,30.9,60.1,0.514
13128,51115,-0.0278,17.5,2020-08-14,13.9,59.4,0.234
13815,51115,-0.0143,17.25,2020-08-21,10.8,58.9,0.184
14502,51115,0.1162,19.25,2020-08-28,88.3,59.9,1.475
15189,51115,0.1169,21.5,2020-09-04,73.5,69.6,1.056
15877,51115,-0.06972,20.0,2020-09-11,110.5,65.9,1.677
16565,51115,0.02501,20.5,2020-09-18,62.8,69.5,0.903
17253,51115,-0.06097,19.25,2020-09-25,25.8,65.3,0.396
17942,51115,-0.03896,18.5,2020-10-02,60.8,63.8,0.953
18631,51115,0.0,18.5,2020-10-09,31.3,62.5,0.502
19322,51115,-0.05405,17.5,2020-10-16,42.7,59.6,0.717
20013,51115,0.14312,20.0,2020-10-23,64.3,64.3,1.0
20704,51115,0.03748,20.75,2020-10-30,161.6,73.9,2.186
21395,51115,0.02423,21.25,2020-11-06,56.0,72.9,0.768
22086,51115,-0.04697,20.25,2020-11-13,49.4,67.7,0.73
22777,51115,-0.037,19.5,2020-11-20,30.4,65.8,0.462
23468,51115,-0.0,19.5,2020-11-27,38.7,65.0,0.596
24159,51115,-0.0,19.5,2020-12-04,23.1,66.7,0.346
24851,51115,0.01285,19.75,2020-12-11,25.6,67.5,0.379
25544,51115,0.038,20.5,2020-12-18,17.1,67.7,0.253
26237,51115,-0.0488,19.5,2020-12-24,15.5,65.8,0.235
26930,51115,0.00642,19.62,2020-12-31,37.1,65.5,0.566
27623,51115,0.14645,22.5,2021-01-08,69.5,75.1,0.925
28316,51115,-0.08881,20.5,2021-01-15,51.7,72.7,0.711
29009,51115,0.03661,21.25,2021-01-22,32.5,71.4,0.455
29702,51115,-0.14118,18.25,2021-01-29,34.3,64.0,0.537
30395,51115,0.10957,20.25,2021-02-05,38.0,64.6,0.588
31088,51115,-0.04944,19.25,2021-02-12,36.8,67.5,0.545
31781,51115,0.22085,23.5,2021-02-19,120.3,70.7,1.701
32474,51115,0.01064,23.75,2021-02-26,90.7,80.0,1.133
33167,51115,-0.05259,22.5,2021-03-05,25.2,78.5,0.321
33860,51115,0.11103,25.0,2021-03-12,61.9,81.4,0.761
34553,51115,0.11024,27.75,2021-03-19,220.8,89.8,2.459
35246,51115,-0.11712,24.5,2021-03-26,195.9,84.2,2.327
35939,51115,0.04086,25.5,2021-04-01,66.2,87.3,0.758
106,51117,-0.0245,79.5,2020-04-03,4.8,41.1,0.116
791,51117,0.11332,88.5,2020-04-09,19.8,45.3,0.437
1476,51117,0.03385,91.5,2020-04-17,25.4,47.2,0.539
2161,51117,-0.06003,86.0,2020-04-24,40.4,44.9,0.9
2846,51117,0.08713,93.5,2020-05-01,19.3,47.4,0.407
3531,51117,0.00534,94.0,2020-05-07,7.7,47.9,0.162
4216,51117,0.00524,94.5,2020-05-15,16.1,48.9,0.328
4901,51117,0.04762,99.0,2020-05-22,15.0,49.5,0.304
5586,51117,0.0303,102.0,2020-05-29,11.8,52.7,0.223
6271,51117,-0.09803,92.0,2020-06-05,30.6,48.7,0.629
6956,51117,-0.04343,88.0,2020-06-12,14.8,46.3,0.32
7641,51117,-0.04541,84.0,2020-06-19,9.2,44.9,0.206
8326,51117,8e-05,84.0,2020-06-26,17.4,42.9,0.406
9011,51117,0.05954,89.0,2020-07-03,41.1,44.9,0.916
9696,51117,0.11241,99.0,2020-07-10,33.8,49.6,0.681
10382,51117,-0.0454,94.5,2020-07-17,18.2,49.3,0.37
11068,51117,0.06887,101.0,2020-07-24,17.7,51.6,0.342
11755,51117,0.00502,101.5,2020-07-31,16.8,52.8,0.318
12442,51117,-0.07386,94.0,2020-08-07,28.2,48.8,0.578
13129,51117,-0.04256,90.0,2020-08-14,16.8,47.0,0.357
13816,51117,-2e-05,90.0,2020-08-21,14.1,46.1,0.306
14503,51117,0.07224,96.5,2020-08-28,13.9,49.3,0.282
15190,51117,-0.02589,94.0,2020-09-04,15.2,49.4,0.307
15878,51117,-0.03198,91.0,2020-09-11,25.7,47.6,0.539
16566,51117,-1e-05,91.0,2020-09-18,111.9,47.3,2.365
17254,51117,0.01648,92.5,2020-09-25,30.8,47.9,0.643
17943,51117,-0.0054,92.0,2020-10-02,7.1,47.8,0.149
18632,51117,0.02723,94.5,2020-10-09,11.5,48.4,0.238
19323,51117,0.0159,96.0,2020-10-16,11.7,49.2,0.238
20014,51117,0.0052,96.5,2020-10-23,15.6,49.8,0.313
20705,51117,0.01551,98.0,2020-10-30,22.5,51.3,0.439
21396,51117,0.0255,100.5,2020-11-06,19.3,51.1,0.377
22087,51117,-0.04981,95.5,2020-11-13,23.7,50.7,0.467
22778,51117,-0.02615,93.0,2020-11-20,15.2,48.4,0.314
23469,51117,-3e-05,93.0,2020-11-27,7.4,48.1,0.154
24160,51117,0.0,93.0,2020-12-04,3.9,48.1,0.082
24852,51117,-0.0054,92.5,2020-12-11,5.5,48.0,0.115
25545,51117,0.05943,98.0,2020-12-18,17.1,49.7,0.345
26238,51117,-0.01535,96.5,2020-12-24,77.9,50.3,1.547
26931,51117,-0.0155,95.0,2020-12-31,8.6,49.6,0.174
27624,51117,-0.0369,91.5,2021-01-08,7.4,48.5,0.152
28317,51117,-0.0055,91.0,2021-01-15,4.3,47.0,0.09
29010,51117,-0.02751,88.5,2021-01-22,42.2,46.7,0.903
29703,51117,0.00558,89.0,2021-01-29,13.6,46.2,0.295
